start_time_sec,event_count
0,55
60,98
120,67
180,18
240,27
300,13
360,28
420,15
480,7
540,18
600,17
660,3
720,10
780,19
840,4
900,2
960,3
1020,1
1080,2
1140,0
1200,0
1260,2
1320,1
1380,1
1440,1
1500,0
1560,1
1620,3
1680,1
1740,3
1800,2
1860,1
1920,4
1980,2
2040,3
2100,2
2160,0
2220,0
2280,0
2340,0
2400,0
2460,0
2520,1
2580,0
2640,0
2700,2
2760,0
2820,1
2880,0
2940,0
3000,2
3060,0
3120,0
3180,0
3240,1
3300,0
3360,0
3420,0
3480,0
3540,4
3600,6
3660,34
3720,10
3780,9
3840,21
3900,14
3960,4
4020,4
4080,4
4140,4
4200,3
4260,6
4320,2
4380,4
4440,1
4500,2
4560,2
4620,5
4680,1
4740,1
4800,1
4860,2
4920,1
4980,3
5040,0
5100,3
5160,0
5220,1
5280,1
5340,2
5400,1
5460,1
5520,1
